region,sector,Scope 1,Scope 2,Scope 3,Total lifecycle
DE,"Financial intermediation, except insurance and pension funding (65)",13899.418619604634,15373.373605390612,97438.97825351401,126711.77047850926
DE,"Insurance and pension funding, except compulsory social security (66)",11042.350700688416,10582.25330185477,109116.96313222092,130741.5671347641
DE,Activities auxiliary to financial intermediation (67),16184.734990587805,12197.403572039468,90687.50679538288,119069.64535801017
DE,Real estate activities (70),9708.938369149146,9280.350985636187,45181.89923658446,64171.18859136979
DE,Renting of machinery and equipment without operator and of personal and household goods (71),19805.478794632498,6745.551642665993,30591.9953096597,57143.025746958185
DE,Computer and related activities (72),25264.17534333823,8689.392880498817,73341.71775214287,107295.28597597992
DE,Research and development (73),40504.78884307619,23915.490984183718,101727.28248988527,166147.56231714517
DE,Other business activities (74),25054.92531627104,13040.786552253623,85616.96528632083,123712.67715484549
DE,Public administration and defence; compulsory social security (75),34702.449143668375,16273.11817967821,113663.85461472,164639.42193806657
DE,Education (80),11399.778698624435,15359.2237582494,58717.265552451834,85476.26800932566
DE,Health and social work (85),14042.15111785743,26819.63312492258,140570.30947102976,181432.09371380977
DE,Incineration of waste: Food,29145.520082178246,16463.662225885077,122128.56549288661,167737.74780094993
DE,Incineration of waste: Paper,24802.3552654976,16757.49623293135,122962.34507963012,164522.19657805908
DE,Incineration of waste: Plastic,58961.77987334711,16848.10567010289,120721.11591531099,196531.001458761
DE,Incineration of waste: Metals and Inert materials,54156.49010879593,16769.224719230955,123348.1556601951,194273.870488222
DE,Incineration of waste: Textiles,79352.45872705658,15099.721307167072,109152.49332437431,203604.67335859797
DE,Incineration of waste: Wood,17305.514463093295,16466.473641533084,119793.26263566976,153565.25074029615
DE,Incineration of waste: Oil/Hazardous waste,38883.45134462202,16782.549259034924,122622.69127875223,178288.69188240916
DE,"Biogasification of food waste, incl. land application",12283.03814063323,13781.278660980272,108952.71776884956,135017.03457046306
DE,"Biogasification of paper, incl. land application",10320.09976583801,10043.821195856539,88626.6243608547,108990.54532254924
DE,"Biogasification of sewage slugde, incl. land application",11280.650804483139,15081.149965322726,119588.15724687677,145949.95801668262
DE,"Composting of food waste, incl. land application",2142704.000246843,18989.24105230768,125098.01370336485,2286791.2550025154
DE,"Composting of paper and wood, incl. land application",14029.130529157268,9933.797902808703,90857.46334147848,114820.39177344444
DE,"Waste water treatment, food",243405.9516812584,14084.461863544577,104656.04273224979,362146.45627705276
DE,"Waste water treatment, other",287507.7238715023,16027.596304163986,121080.37440369655,424615.69457936287
DE,Landfill of waste: Food,8006007.150028554,1433.7994904081038,65264.808226220244,8072705.757745182
DE,Landfill of waste: Paper,1119550.6074150917,5727.388453201974,67588.81120193459,1192866.8070702283
DE,Landfill of waste: Plastic,267468.63888425,7873.357150215074,78457.77491684293,353799.770951308
DE,Landfill of waste: Inert/metal/hazardous,31888.753866282575,12501.331048941995,108820.71949185306,153210.80440707764
DE,Landfill of waste: Textiles,474313.39313567657,782.1542392429851,77733.03685794034,552828.5842328599
DE,Landfill of waste: Wood,377732.1616225083,5737.227324175168,65386.01554371383,448855.4044903973
DE,Activities of membership organisation n.e.c. (91),24105.034311995998,15128.26977398922,106309.30823498346,145542.61232096868
DE,"Recreational, cultural and sporting activities (92)",18540.809844099174,17404.081084074947,106031.60315707461,141976.49408524873
DE,Other service activities (93),43366.96018712292,16305.004413405015,70296.42637294806,129968.390973476
DE,Private households with employed persons (95),9315.677140099426,3.8209776571728904,343.12029951395937,9662.618417270558
DE,Extra-territorial organizations and bodies,0.0,0.0,0.0,0.0
DK,Cultivation of paddy rice,0.0,0.0,0.0,0.0
DK,Cultivation of wheat,835178.0040279864,290.2175557671146,197147.13420952592,1032615.3557932795
DK,Cultivation of cereal grains nec,580740.1707493084,268.3970365944933,205562.58766454257,786571.1554504455
DK,"Cultivation of vegetables, fruit, nuts",120070.63953459392,132.2246995171732,51281.977068962995,171484.8413030741
DK,Cultivation of oil seeds,736401.0384364089,240.3731878498686,207791.48405955022,944432.895683809
DK,"Cultivation of sugar cane, sugar beet",424592.23679051385,250.3585791848075,112837.68578989332,537680.281159592
DK,Cultivation of plant-based fibers,0.0,0.0,0.0,0.0
DK,Cultivation of crops nec,4759637.565231366,1211.0616087095245,201264.5958889051,4962113.222728981
DK,Cattle farming,4119164.3876013337,125.7381278591439,156612.90291275288,4275903.028641946
DK,Pigs farming,756358.6577989545,207.63788599678986,106386.05121868225,862952.3469036336
DK,Poultry farming,334150.37270741875,145.86734265066454,255927.5419731686,590223.782023238
DK,Meat animals nec,8236283.530051487,386.6870791949418,105050.1263691373,8341720.343499819
DK,Animal products nec,351617.3525193624,398.7647003663935,122699.10676418847,474715.22398391727
DK,Raw milk,1383027.2689516316,114.3705205152034,301213.3977799848,1684355.0372521316
DK,"Wool, silk-worm cocoons",67694871.99373955,1305.1134476190723,205340.60159197688,67901517.70877914
DK,"Manure treatment (conventional), storage and land application",0.0,0.0,0.0,0.0
DK,"Manure treatment (biogas), storage and land application",0.0,0.0,0.0,0.0
DK,"Forestry, logging and related service activities (02)",64714.556336631664,560.0093829011578,227369.31205791383,292643.87777744664
DK,"Fishing, operating of fish hatcheries and fish farms; service activities incidental to fishing (05)",427530.5658203588,97.09480047457478,253138.71303666348,680766.3736574969
DK,Mining of coal and lignite; extraction of peat (10),2168883.423296928,0.0,0.0,2168883.423296928
DK,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",444643.8591555883,290.52534093186205,214297.45856202368,659231.8430585439
DK,"Extraction of natural gas and services related to natural gas extraction, excluding surveying",765193.7564340251,8.676414909377746,2005.2877261296835,767207.7205750642
DK,"Extraction, liquefaction, and regasification of other petroleum and gaseous materials",753.4859228491894,0.0,0.0,753.4859228491894
DK,Mining of uranium and thorium ores (12),20404915.206431273,0.0,0.0,20404915.206431273
DK,Mining of iron ores,45538838.771911874,6.973388444923495,1838.278635780967,45540684.0239361
DK,Mining of copper ores and concentrates,82743169.9124544,0.0,0.0,82743169.9124544
DK,Mining of nickel ores and concentrates,31505556.375504855,59.19224012696337,23349.25188589788,31528964.81963088
DK,Mining of aluminium ores and concentrates,7548985.651390392,14.495858996846355,12621.130288703627,7561621.277538093
DK,Mining of precious metal ores and concentrates,174586.8612916463,377.03404691513066,2435270.913152942,2610234.808491504
DK,"Mining of lead, zinc and tin ores and concentrates",84523029.8202271,0.0,0.0,84523029.8202271
DK,Mining of other non-ferrous metal ores and concentrates,28910563.939579125,6.0361222627113476,1919.72045530728,28912489.696156695
DK,Quarrying of stone,149857.09438963444,154.3895896706522,110071.39222983485,260082.87620913994
DK,Quarrying of sand and clay,62643.117547975395,84.53149516310884,192551.3395640761,255278.9886072146
DK,"Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c.",371082.68131612014,777.3970724688047,306972.2640245063,678832.3424130953
DK,Processing of meat cattle,58605.33799532272,255.42427017333824,972125.433383919,1030986.195649415
DK,Processing of meat pigs,49301.1453344965,178.28252011842253,638482.974969118,687962.4028237329
DK,Processing of meat poultry,48111.23728826695,39.09658759259321,179856.0049765629,228006.33885242243
DK,Production of meat products nec,278582.8740924074,441.6830128453659,135049.30511872398,414073.86222397676
DK,Processing vegetable oils and fats,101288.17777452513,227.44264183944736,147196.92369292045,248712.54410928502
DK,Processing of dairy products,45662.060978636524,120.13308796990124,1198459.9727071526,1244242.166773759
DK,Processed rice,178904.12745800495,129.23182131596673,2252891.698453936,2431925.0577332564
DK,Sugar refining,55709.967056940644,126.91556555568627,311580.9963363175,367417.87895881385
DK,Processing of Food products nec,37978.49993513651,478.2615170006562,584805.1771202743,623261.9385724114
DK,Manufacture of beverages,56732.052469565344,453.3965654431818,564643.8575520235,621829.3065870319
DK,Manufacture of fish products,42264.963578527735,176.72645614209407,732600.8023019476,775042.4923366174
DK,Manufacture of tobacco products (16),33037.884131772094,449.9448362748219,172114.71468222642,205602.54365027332
DK,Manufacture of textiles (17),6592.817622867239,97.06554092878204,31314.514306631787,38004.39747042781
DK,Manufacture of wearing apparel; dressing and dyeing of fur (18),8851.470678577602,7.422232096661214,11359.520504890565,20218.413415564828
DK,"Tanning and dressing of leather; manufacture of luggage, handbags, saddlery, harness and footwear (19)",124.0083499878717,343.7499960909021,103563.10385873429,104030.86220481306
DK,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials (20)",7027.911408344007,887.7876152576745,263292.540317841,271208.23934144265
DK,Re-processing of secondary wood material into new wood material,10869.459255032763,749.3358310995363,266772.0325246135,278390.8276107458
DK,Pulp,19821.62747060024,132.19022079311281,148442.5692888442,168396.38698023758
DK,Re-processing of secondary paper into new pulp,20271.725714572392,97.80507500836526,152643.10208560972,173012.63287519047
DK,Paper,16487.20756232333,49.08108247189466,169781.84039932725,186318.1290441225
DK,"Publishing, printing and reproduction of recorded media (22)",16002.6630327171,157.01396019044432,129641.34281319453,145801.01980610206
DK,Manufacture of coke oven products,296.4105753981211,0.0,0.0,296.4105753981211
DK,Petroleum Refinery,174702.88307304968,10257.391786370057,1064125.007564166,1249085.2824235857
DK,Processing of nuclear fuel,182.97499750708613,1220.0199380754511,201678.0508616261,203081.04579720864
DK,"Plastics, basic",63783.763962959216,42.046581141164715,152132.1401001728,215957.9506442732
DK,Re-processing of secondary plastic into new plastic,57365.06445770837,29.49307107567329,149259.30856572997,206653.86609451403
DK,N-fertiliser,75510.19624600506,1262.813548733259,221324.77377725753,298097.78357199585
DK,P- and other fertiliser,76673.73660122689,799.7421730951139,296074.2319058266,373547.7106801486
DK,Chemicals nec,57036.69877528784,996.0639993130219,262814.80743532965,320847.57020993053
DK,Manufacture of rubber and plastic products (25),1747.9770522180625,374.2624651196979,228625.96190791595,230748.2014252537
DK,Manufacture of glass and glass products,345267.2808048631,215.35085525262159,270221.34701813903,615703.9786782548
DK,Re-processing of secondary glass into new glass,422028.90345135395,227.18681343224435,225961.2813517857,648217.3716165719
DK,Manufacture of ceramic goods,454435.5934506532,193.39666116548705,263370.8461435911,717999.8362554098
DK,"Manufacture of bricks, tiles and construction products, in baked clay",438635.49477867805,129.57796903008074,470974.4303633485,909739.5031110566
DK,"Manufacture of cement, lime and plaster",1196184.9902675517,209.51870701584915,488949.1875427295,1685343.696517297
DK,Re-processing of ash into clinker,1375618.8581281488,194.38838522889517,454552.62834380957,1830365.8748571873
DK,Manufacture of other non-metallic mineral products n.e.c.,360899.60280274705,219.2101887966765,445820.5150710339,806939.3280625776
DK,Manufacture of basic iron and steel and of ferro-alloys and first products thereof,206518.49696345188,386.40201900859466,406206.540236424,613111.4392188845
DK,Re-processing of secondary steel into new steel,0.0,0.0,0.0,0.0
DK,Precious metals production,2021970.997369053,705.0662136030179,308048.5242113945,2330724.5877940506
DK,Re-processing of secondary preciuos metals into new preciuos metals,0.0,0.0,0.0,0.0
DK,Aluminium production,128427.16273061615,811.007115270966,294569.9932692142,423808.1631151013
DK,Re-processing of secondary aluminium into new aluminium,177847.59518534073,258.1589494837676,288109.80115886155,466215.55529368605
DK,"Lead, zinc and tin production",385534.4653767087,190.85342455968964,246945.48985843261,632670.808659701
DK,"Re-processing of secondary lead into new lead, zinc and tin",0.0,0.0,0.0,0.0
DK,Copper production,679129.6655137879,510.25563221061304,337244.59088391974,1016884.5120299183
DK,Re-processing of secondary copper into new copper,0.0,0.0,0.0,0.0
DK,Other non-ferrous metal production,565209.0186399115,636.7998224752348,228659.22896170983,794505.0474240966
DK,Re-processing of secondary other non-ferrous metals into new other non-ferrous metals,0.0,0.0,0.0,0.0
DK,Casting of metals,3317767.4810081567,0.0,0.0,3317767.4810081567
DK,"Manufacture of fabricated metal products, except machinery and equipment (28)",27755.258305371783,620.0777445020657,284740.8506474732,313116.18669734703
DK,Manufacture of machinery and equipment n.e.c. (29),10494.265283293164,889.7962732230543,385852.90648596315,397236.96804247936
DK,Manufacture of office machinery and computers (30),6025.359441140108,399.92231045297547,177543.4412956925,183968.72304728557
DK,Manufacture of electrical machinery and apparatus n.e.c. (31),4347.483814557631,238.64301599250211,273575.9826609896,278162.1094915397
DK,"Manufacture of radio, television and communication equipment and apparatus (32)",37313.855763089705,160.10217187755362,226958.5513969944,264432.5093319616
DK,"Manufacture of medical, precision and optical instruments, watches and clocks (33)",461.17701449419417,154.95743567608858,157216.90821591,157833.0426660803
DK,"Manufacture of motor vehicles, trailers and semi-trailers (34)",6408.600813229704,2090.2650566865577,352522.1282437756,361020.9941136918
DK,Manufacture of other transport equipment (35),4822.3555480732775,1092.7643130955637,439896.51415538444,445811.6340165533
DK,Manufacture of furniture; manufacturing n.e.c. (36),11948.971186862962,451.0220891590824,249593.67057471603,261993.66385073808
DK,Recycling of waste and scrap,83280.69318417714,0.6989463490849965,2254.027505634212,85535.41963616044
DK,Recycling of bottles by direct reuse,5182.411477406273,0.3007662190436986,3493.408623057713,8676.12086668303
DK,Production of electricity by coal,9.737956659980632,485.27971511633325,454749.92634432204,455244.94401609834
DK,Production of electricity by gas,9618.28315851431,265.5326328168683,202095.31836610902,211979.1341574402
DK,Production of electricity by nuclear,444185.4776185528,0.0,0.0,444185.4776185528
DK,Production of electricity by hydro,38389.049429766346,1076.3349283572006,183457.81313123862,222923.19748936215
DK,Production of electricity by wind,23139.751245816573,106.20626366811504,42826.433225711335,66072.39073519602
DK,Production of electricity by petroleum and other oil derivatives,633115.2816328196,1209.3928355442122,363402.6842343323,997727.358702696
DK,Production of electricity by biomass and waste,1975.7974408259104,374.5721620358559,233262.75237159216,235613.1219744539
DK,Production of electricity by solar photovoltaic,120598.31241312592,627.8440638684282,79631.46479241272,200857.62126940707
DK,Production of electricity by solar thermal,25608847.679484375,0.0,0.0,25608847.679484375
DK,"Production of electricity by tide, wave, ocean",69876453.20925015,0.0,0.0,69876453.20925015
DK,Production of electricity by Geothermal,566340.306903757,0.0,0.0,566340.306903757
DK,Production of electricity nec,25860604.371549327,0.0,0.0,25860604.371549327
DK,Transmission of electricity,2798553.2889281325,190.25458521001858,47420.09790595922,2846163.6414193017
DK,Distribution and trade of electricity,34291.08446203203,117.91539229267894,34292.61914126614,68701.61899559085
DK,Manufacture of gas; distribution of gaseous fuels through mains,33447.19139672266,5351.4116827284815,642410.1762281329,681208.779307584
DK,Steam and hot water supply,19648240.185025327,6540.114039643077,662271.9563680828,20317052.255433053
DK,"Collection, purification and distribution of water (41)",716710.8972889743,335.6341073244519,171424.03690863724,888470.5683049359
DK,Construction (45),13026.398129821178,531.3370156780944,292242.82132269733,305800.5564681966
DK,Re-processing of secondary construction material into aggregates,0.0,0.0,0.0,0.0
DK,"Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries",3868.4877334429934,12.37430153035323,15086.652732177103,18967.51476715045
DK,Retail sale of automotive fuel,228826.64257714577,131.25343705132155,137361.48545965657,366319.38147385366
DK,"Wholesale trade and commission trade, except of motor vehicles and motorcycles (51)",1750.5196582863143,6.12505906947313,76003.27911921126,77759.92383656705
DK,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)",168022.78448854902,5.973977371007042,5045.084983481497,173073.84344940152
DK,Hotels and restaurants (55),17752.037831552967,216.53045116884687,158625.912448725,176594.48073144682
DK,Transport via railways,263000.03931896394,49.333834417713845,206735.5527712122,469784.9259245939
DK,Other land transport,10952.906923239845,69.28294240733163,747493.7381475947,758515.9280132418
DK,Transport via pipelines,89900.405904765,659.9910944289929,1649783.8572078485,1740344.2542070425
DK,Sea and coastal water transport,1821054.182948293,50.415712378233174,3056105.7254276047,4877210.324088276
DK,Inland water transport,255061.60218078457,21.675842059914384,327491.95853711513,582575.2365599596
DK,Air transport (62),510658.2492994727,121.7080363750853,177225.66057971757,688005.6179155654
DK,Supporting and auxiliary transport activities; activities of travel agencies (63),54146.07086595318,120.04975406290059,301813.2096798714,356079.33029988746
DK,Post and telecommunications (64),1561.901491469625,60.92191695064848,257347.32850303798,258970.15191145823
DK,"Financial intermediation, except insurance and pension funding (65)",2427.594836791304,244.99495590998333,95043.85724025643,97716.44703295772
DK,"Insurance and pension funding, except compulsory social security (66)",1783.7337755041701,184.57080552964274,49395.604911066504,51363.90949210032
DK,Activities auxiliary to financial intermediation (67),8066.669637983081,354.87556401946927,86093.76663373718,94515.31183573973
DK,Real estate activities (70),1966.5221753367557,206.25250147228047,80262.77136365746,82435.54604046649
DK,Renting of machinery and equipment without operator and of personal and household goods (71),2481.009344712687,556.7912759912886,280987.96975164424,284025.77037234826
DK,Computer and related activities (72),2194.033954251537,361.6589906676771,133307.10261425123,135862.79555917042
DK,Research and development (73),3047.0922879196523,526.5244955761488,142515.17280525464,146088.78958875046
DK,Other business activities (74),3187.3752579459488,530.1941126647091,221590.20397649455,225307.7733471052
DK,Public administration and defence; compulsory social security (75),2538.639717118772,261.9276678907123,118786.86787766046,121587.43526266995
DK,Education (80),2616.1720397952918,262.14315659757017,146704.7844979574,149583.09969435024
DK,Health and social work (85),2555.0818081237207,957.328256945686,179325.15584082823,182837.56590589762
DK,Incineration of waste: Food,21497.39145168923,876.262124204776,195620.09561271218,217993.7491886062
DK,Incineration of waste: Paper,21706.588582815722,875.9451640432756,195328.63228266785,217911.16602952685
DK,Incineration of waste: Plastic,2249803.17787414,589.6373360767361,182848.52073441862,2433241.3359446353
DK,Incineration of waste: Metals and Inert materials,2249938.821668361,1962.159132504432,203289.91255780024,2455190.8933586655
DK,Incineration of waste: Textiles,2250729.188299063,569.113326016242,181424.9951419687,2432723.296767048
DK,Incineration of waste: Wood,19612.74080412192,656.1769161786453,184816.39594390578,205085.31366420633
DK,Incineration of waste: Oil/Hazardous waste,4164.6155432145915,820.0272630339364,189789.98362749163,194774.62643374017
DK,"Biogasification of food waste, incl. land application",3226.3831780136534,546.8458874310028,167928.72860101232,171701.957666457
DK,"Biogasification of paper, incl. land application",3413.5232579902636,1123.5469813720774,201983.35714915735,206520.4273885197
DK,"Biogasification of sewage slugde, incl. land application",3639.948676399186,674.6455433247729,189854.8906172048,194169.48483692875
DK,"Composting of food waste, incl. land application",2007227.0302045576,717.7723934871694,183633.73437465169,2191578.5369726964
DK,"Composting of paper and wood, incl. land application",1620.748601378121,0.0,0.0,1620.748601378121
DK,"Waste water treatment, food",25736.81429659062,544.7387023273288,178818.68409457913,205100.2370934971
DK,"Waste water treatment, other",87902.43020327394,576.0876633924482,187070.41195321918,275548.9298198856
DK,Landfill of waste: Food,2078187.9739383243,1189.792355823634,233901.72270742425,2313279.489001572
DK,Landfill of waste: Paper,428581.4739094364,1316.6974794054527,234353.1956977176,664251.3670865594
DK,Landfill of waste: Plastic,17796.159307037375,2267.993793234813,302379.7517216818,322443.90482195397
DK,Landfill of waste: Inert/metal/hazardous,28855.477049003228,588.3429981887667,191238.92947040376,220682.74951759577
DK,Landfill of waste: Textiles,122351.2709471964,1995.153497996649,259728.40746427196,384074.831909465
DK,Landfill of waste: Wood,79263.8695023566,1879.2964812734933,256457.21864330952,337600.3846269396
DK,Activities of membership organisation n.e.c. (91),1979.1158103850166,1637.3753087406653,156306.3485754486,159922.83969457424
DK,"Recreational, cultural and sporting activities (92)",2174.978246158838,504.2810596610392,189770.03924740577,192449.29855322564
DK,Other service activities (93),3452.3729011409214,539.6480488395464,152276.31891357747,156268.33986355792
DK,Private households with employed persons (95),1597.0099788422385,4.6058361839213084,1494.29937150743,3095.91518653359
DK,Extra-territorial organizations and bodies,1607.1825259641917,0.0,0.0,1607.1825259641917
EE,Cultivation of paddy rice,0.0,0.0,0.0,0.0
EE,Cultivation of wheat,955804.6479611918,112480.54676466766,262290.0320768959,1330575.2268027554
EE,Cultivation of cereal grains nec,774945.1489680802,122992.86120525349,264780.5586595725,1162718.5688329062
EE,"Cultivation of vegetables, fruit, nuts",210610.38786799493,189804.491351135,168530.78347869482,568945.6626978248
EE,Cultivation of oil seeds,801594.6446220294,42045.45719876006,208002.64978026814,1051642.7516010576
EE,"Cultivation of sugar cane, sugar beet",0.0,0.0,0.0,0.0
EE,Cultivation of plant-based fibers,5377600.070527709,1359.040065304023,911446.5141124505,6290405.624705464
EE,Cultivation of crops nec,182352.20552401448,238855.51050489163,325740.26034076395,746947.9763696701
EE,Cattle farming,7736033.304220208,428541.36780190456,706343.8486182644,8870918.520640377
EE,Pigs farming,351734.8844420383,76665.64006786745,200087.53240309266,628488.0569129984
EE,Poultry farming,879657.7715833273,83814.77049230391,140131.04065367716,1103603.5827293084
EE,Meat animals nec,8491894.306135625,3355.0890164712523,51788.41437309402,8547037.80952519
EE,Animal products nec,6554785.839287026,3094.78088090363,38112.02349789181,6595992.643665821
EE,Raw milk,1343861.6966710822,365342.0639377853,378793.879492204,2087997.6401010714
EE,"Wool, silk-worm cocoons",112987570.30696426,27119.305257652515,969083.6185356932,113983773.23075761
EE,"Manure treatment (conventional), storage and land application",0.0,0.0,0.0,0.0
EE,"Manure treatment (biogas), storage and land application",0.0,0.0,0.0,0.0
EE,"Forestry, logging and related service activities (02)",255579.22909022556,69556.51752146058,436994.9364434457,762130.6830551318
EE,"Fishing, operating of fish hatcheries and fish farms; service activities incidental to fishing (05)",1100426.7181696927,242322.58068912599,323611.1800778808,1666360.4789366995
EE,Mining of coal and lignite; extraction of peat (10),1272552.3024239168,597314.1229560355,518402.6981594466,2388269.123539399
EE,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",0.0,0.0,0.0,0.0
EE,"Extraction of natural gas and services related to natural gas extraction, excluding surveying",0.0,0.0,0.0,0.0
EE,"Extraction, liquefaction, and regasification of other petroleum and gaseous materials",164785.6820442625,75276.42928484843,223959.88135678362,464021.9926858946
EE,Mining of uranium and thorium ores (12),0.0,0.0,0.0,0.0
EE,Mining of aluminium ores and concentrates,1808877148.7559214,0.0,0.0,1808877148.7559214
EE,"Mining of lead, zinc and tin ores and concentrates",2781680733.5745816,0.0,0.0,2781680733.5745816
EE,Quarrying of stone,353568.0468749579,257210.00687833637,275062.27012811234,885840.3238814067
EE,Quarrying of sand and clay,882503.4250054029,154089.0619908937,345148.88648830075,1381741.3734845973
EE,"Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c.",3572722.8603180614,234229.90867650745,279332.1585350819,4086284.9275296507
EE,Processing of meat cattle,35768.41176304624,62029.955490406464,4466038.946250938,4563837.31350439
EE,Processing of meat pigs,39171.42232041145,76793.11874323378,615929.6599891618,731894.2010528069
EE,Processing of meat poultry,38335.245036999964,33145.60684880497,137110.1426911673,208590.99457697224
EE,Production of meat products nec,176677.8558642943,10042.763485501664,206024.4775844076,392745.0969342036
EE,Processing vegetable oils and fats,48353.26232608587,46023.76330146152,470288.5460312577,564665.5716588051
EE,Processing of dairy products,50539.76040770814,360686.45076385594,940150.4433892757,1351376.6545608398
EE,Processed rice,2442509.0359850302,7813.784388874263,291114.75802500633,2741437.578398911
EE,Sugar refining,88585.40414278251,188730.26650637414,1009211.7848154709,1286527.4554646276
EE,Processing of Food products nec,38923.16947631538,119269.8804495623,1039571.4554718162,1197764.505397694
EE,Manufacture of beverages,54730.88216561448,241513.97548801597,683791.5259412325,980036.383594863
EE,Manufacture of fish products,41102.46901128168,164203.1050693918,1010854.0032258384,1216159.5773065118
EE,Manufacture of tobacco products (16),0.0,0.0,0.0,0.0
EE,Manufacture of textiles (17),12764.59557787217,261392.17527653693,706685.1945548774,980841.9654092864
EE,Manufacture of wearing apparel; dressing and dyeing of fur (18),13748.301839305994,145563.1372576618,627599.5201228436,786910.9592198114
EE,"Tanning and dressing of leather; manufacture of luggage, handbags, saddlery, harness and footwear (19)",4995.6536835509305,186296.90104266728,455903.00423753884,647195.558963757
EE,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials (20)",23794.958969929197,333592.5224435628,691363.7617050735,1048751.2431185655
EE,Re-processing of secondary wood material into new wood material,29061.69035113708,334964.74285485817,655065.4495980028,1019091.8828039981
EE,Pulp,69972.8300404824,3166873.5565675464,408243.46989144804,3645089.856499477
EE,Re-processing of secondary paper into new pulp,66328.46410677207,1239855.500877516,275530.6808113484,1581714.6457956366
EE,Paper,62829.198393511266,1081658.2093912559,541275.5431467076,1685762.9509314748
EE,"Publishing, printing and reproduction of recorded media (22)",179139.44807708976,171973.46267173399,323220.30637809896,674333.2171269227
EE,Manufacture of coke oven products,5281114.318191195,260.94093785559556,22815.153144647986,5304190.4122736985
EE,Petroleum Refinery,188569.08698568618,61.023061040251804,169344.92493030024,357975.0349770267
EE,Processing of nuclear fuel,153137332.88711226,111825.68859823869,2051556.647100217,155300715.22281072
EE,"Plastics, basic",118162.63770284546,4633.633792775401,2107456.5139682326,2230252.7854638533
EE,Re-processing of secondary plastic into new plastic,31099.556601049506,10965.125824278912,980428.2420791966,1022492.924504525
EE,N-fertiliser,434395.49253033375,14335.637987860922,284882.96869240835,733614.099210603
EE,P- and other fertiliser,59670.675248994616,3599.59949325469,65730.34172363569,129000.61646588499
EE,Chemicals nec,188347.5501817763,18108.558489871444,888473.09291429,1094929.2015859378
EE,Manufacture of rubber and plastic products (25),1782.8069051246237,333447.9255601403,467898.1644256435,803128.8968909084
EE,Manufacture of glass and glass products,502642.1607918879,234931.85010282174,549185.3327690026,1286759.3436637123
EE,Re-processing of secondary glass into new glass,2751560.6383290365,320662.8569009968,448890.36432464997,3521113.8595546833
EE,Manufacture of ceramic goods,1960085.0348050715,182556.7535121667,763251.613660157,2905893.401977395
EE,"Manufacture of bricks, tiles and construction products, in baked clay",2026864.7765266732,212147.8219397427,13269459.15313782,15508471.751604235
EE,"Manufacture of cement, lime and plaster",991764.1461930089,552305.9121945461,648476.9126772371,2192546.971064792
EE,Re-processing of ash into clinker,955754.2561868088,266259.9601125847,589962.3220531452,1811976.5383525386
EE,Manufacture of other non-metallic mineral products n.e.c.,801685.6974723226,573544.4302031002,3837396.4770258334,5212626.604701256
EE,Manufacture of basic iron and steel and of ferro-alloys and first products thereof,5188.871588729294,183250.2470302237,703790.1557715748,892229.2743905279
EE,Re-processing of secondary steel into new steel,0.0,0.0,0.0,0.0
EE,Precious metals production,56844.83957066412,81154.04034348203,41539352.92921401,41677351.80912815
EE,Re-processing of secondary preciuos metals into new preciuos metals,0.0,0.0,0.0,0.0
EE,Aluminium production,56476.510378375075,1042119.732029573,546296.8016712127,1644893.0440791608
EE,Re-processing of secondary aluminium into new aluminium,0.0,0.0,0.0,0.0
EE,"Lead, zinc and tin production",206012.9297354496,51858.86378631786,5439568.295653464,5697440.089175231
EE,"Re-processing of secondary lead into new lead, zinc and tin",51408.793788672236,17294.380483567653,934379.5433691241,1003082.7176413639
EE,Copper production,56226.56649544891,114363.66110748201,6081969.536284322,6252559.763887254
EE,Re-processing of secondary copper into new copper,0.0,0.0,0.0,0.0
EE,Other non-ferrous metal production,52001.82681496379,358642.3486708761,3511766.855397466,3922411.030883306
EE,Re-processing of secondary other non-ferrous metals into new other non-ferrous metals,0.0,0.0,0.0,0.0
EE,Casting of metals,18957.190381120483,4255.937660691769,965145.3449327189,988358.4729745312
EE,"Manufacture of fabricated metal products, except machinery and equipment (28)",5304.257952994923,193218.25177134795,616019.0627554521,814541.572479795
EE,Manufacture of machinery and equipment n.e.c. (29),4962.19750974484,173891.83886318037,413630.7423556001,592484.7787285253
EE,Manufacture of office machinery and computers (30),5072.686263258223,72333.65094896124,361702.176388717,439108.5136009365
EE,Manufacture of electrical machinery and apparatus n.e.c. (31),4886.746914257277,49028.78484759669,403674.34684875445,457589.8786106084
EE,"Manufacture of radio, television and communication equipment and apparatus (32)",4386.7916515663965,47986.26497415271,414266.389982186,466639.44660790515
EE,"Manufacture of medical, precision and optical instruments, watches and clocks (33)",491.92276624444656,36037.36508554108,327564.58304587554,364093.8708976611
EE,"Manufacture of motor vehicles, trailers and semi-trailers (34)",12215.190596259003,95458.57533501618,491909.6225651149,599583.3884963901
